date,EW,MV,ERI,GARCH-EVT-CVaR,GARCH-EVT-CVaR-MV
2017-10-30,1.564732169881724,1.4002871016508074,1.4723443645067944,1.5647321698817238,1.4002871016508074
2017-10-31,1.5704807318690481,1.4045303214009175,1.4776899544390243,1.570480731869048,1.4045303214009175
2017-11-01,1.5666069356863823,1.4086910523709666,1.4773067023711315,1.566606935686382,1.4086910523709666
2017-11-02,1.5660229343180778,1.4135727567866534,1.478611847486501,1.5660229343180776,1.4135727567866534
2017-11-03,1.5804876375291874,1.4231351411120046,1.486292298278549,1.5804876375291872,1.4231351411120046
2017-11-06,1.5841521117832027,1.416851129067601,1.4817155612345163,1.5841521117832025,1.416851129067601
2017-11-07,1.5835186150148655,1.4274553003418415,1.4886196993168148,1.5835186150148652,1.4274553003418415
2017-11-08,1.5885812587771988,1.438679616085887,1.4969142626641039,1.5885812587771986,1.438679616085887
2017-11-09,1.5760310319817785,1.4349349151531874,1.492119687629422,1.5760310319817783,1.4349349151531874
2017-11-10,1.5816967167784097,1.4393333682920812,1.4970025574072823,1.5816967167784095,1.4393333682920812
2017-11-13,1.584318384592293,1.4489752001290463,1.502628564179503,1.5843183845922928,1.4489752001290463
2017-11-14,1.5826264855280143,1.4601204393194425,1.508665735597343,1.582626485528014,1.4601204393194425
2017-11-15,1.5757680329143817,1.4506421108885095,1.5010659227839547,1.5757680329143815,1.4506421108885095
2017-11-16,1.59431508715392,1.4598370069437265,1.5146775220108242,1.5943150871539198,1.4598370069437265
2017-11-17,1.5942038578395723,1.4567923306393709,1.5149487771908063,1.594203857839572,1.4567923306393709
2017-11-20,1.5980381700385304,1.4603565966433778,1.5183680633329222,1.5980381700385302,1.4603565966433778
2017-11-21,1.6107277129909048,1.4694011034544348,1.52738927239515,1.6107277129909046,1.4694011034544348
2017-11-22,1.6119323978253128,1.472188216427433,1.5319767228818348,1.6119323978253126,1.472188216427433
2017-11-24,1.6166988751457294,1.4768571008395308,1.5337170085521779,1.6166988751457292,1.4768571008395308
2017-11-27,1.6134326332352158,1.477957340119241,1.5333455578903064,1.6134326332352156,1.477957340119241
2017-11-28,1.6231143873655858,1.4895382688938394,1.5480403502847822,1.6231143873655856,1.4895382688938394
2017-11-29,1.6002556156977412,1.4936852947229657,1.549849425473681,1.600255615697741,1.4936852947229657
2017-11-30,1.6131432147284068,1.5127622295245853,1.563696173675838,1.6131432147284066,1.5127622295245853
2017-12-01,1.6073227824444265,1.5111014266191969,1.561554173159102,1.6073227824444263,1.5111014266191969
2017-12-04,1.5952730616373028,1.5164006605012503,1.5660100665915864,1.5952730616373025,1.5164006605012503
2017-12-05,1.5919839124096373,1.5113576417478758,1.5610186695959507,1.591983912409637,1.5113576417478758
2017-12-06,1.5976834377450588,1.5189384899063756,1.5650015167141549,1.5976834377450586,1.5189384899063756
2017-12-07,1.6063847653176198,1.5134206148320177,1.5677441270453083,1.6063847653176195,1.5134206148320177
2017-12-08,1.6134920977681124,1.5188425344434446,1.5754838965927642,1.6134920977681122,1.5188425344434446
2017-12-11,1.6186683444210122,1.5213176242541422,1.5796084474631602,1.618668344421012,1.5213176242541422
2017-12-12,1.612570480045376,1.5132812180146804,1.57321205026456,1.6125704800453757,1.5132812180146804
2017-12-13,1.618357965102001,1.5166117555834138,1.575462677173523,1.6183579651020008,1.5166117555834138
2017-12-14,1.6132847174590335,1.509313125298498,1.567043972264726,1.6132847174590332,1.509313125298498
2017-12-15,1.628789108690857,1.5255969100935944,1.5806814504330815,1.6287891086908568,1.5255969100935944
