Ticker,mean,std,skewness,kurtosis,min,max,sharpe,jb_pvalue
FANG,0.20089333962922956,0.49130364428064766,-2.218692050302826,49.42110408159198,-0.5914174459741453,0.26973711149936014,0.4088985334586143,0.0
ROST,0.14039693558104832,0.30228577667549966,-0.9258108564677208,23.909305035517754,-0.25450946396110574,0.15382542401620275,0.4644510142856071,0.0
ODFL,0.23925603430577919,0.29367668555585386,-0.28053118663389404,4.973171559176166,-0.13895056763638797,0.12036441185441563,0.8146919591282145,0.0
GOOG,0.19236366324190812,0.27345210109639195,0.1392078107780713,7.20711404768317,-0.11766729220508744,0.1488719239154866,0.703463833229425,0.0
GOOGL,0.19135738711570466,0.2732816815458347,0.11806022295454348,7.201017254919956,-0.12368464778355706,0.15064531509516943,0.7002203222450908,0.0
PAYX,0.15111593604069845,0.22816007482228087,-0.9826623554770847,28.797811079979503,-0.2166667293835617,0.16719124308060285,0.6623241869043308,0.0
AMAT,0.23712578589507502,0.38060665713999353,-0.433616196920852,5.719502711547898,-0.2276239649951982,0.1293785446568437,0.6230205947445007,0.0
SBUX,0.12899967001151078,0.2671130099065093,0.2555065058120655,22.934384240091607,-0.17678783174039833,0.2191111091815465,0.48294042306910173,0.0
CTAS,0.24808651745142846,0.24784989394717818,-0.6646325131756069,18.76634081219894,-0.1846563197856041,0.1367909648633205,1.0009547048840002,0.0
AEP,0.09711019667143876,0.20051110297260094,-0.3701838238048377,10.148775026404962,-0.12310261443557576,0.11049086405782736,0.4843133134862287,0.0
GILD,0.10938719260671169,0.2679433478068844,-0.14933983066676526,7.5803270539370775,-0.15476521316976952,0.1285776534726174,0.4082474653767133,0.0
CTSH,0.07353779297792913,0.27783103267305437,-0.9507381201604159,14.563037625371793,-0.18849794631358804,0.1394226493163456,0.2646853098820924,0.0
DXCM,0.25708212585105644,0.4842988268260629,-1.7529764350635493,44.82485810651539,-0.5218582753273348,0.2673328732181073,0.5308336746051795,0.0
PANW,0.23511920167259598,0.39489148769248983,-1.3497562210080236,20.594264049534587,-0.33464919676060806,0.1705907163002308,0.5954020509444057,0.0
AMD,0.3117926176992325,0.5624923200486578,0.33598202750319867,10.22608286166774,-0.27745556183682973,0.4206169591986684,0.554305555091421,0.0
CSGP,0.17867077047019897,0.3099458851196679,0.23121875629752672,8.335891630932048,-0.1625002159152495,0.15875724675329864,0.576457952978519,0.0
MDLZ,0.08459491737355038,0.20730545255081526,-0.008747513289854571,8.711852119223282,-0.12137352912806962,0.1068856784943449,0.40806894528166954,0.0
PCAR,0.1494479251046747,0.24836525171525498,0.05025024255522782,5.659737768622531,-0.11615681528832306,0.1328297281588269,0.6017263851225585,0.0
MCHP,0.12753615479209232,0.3528886433278924,-0.47052716365424496,8.29405772789673,-0.22683026672270445,0.14483950573831553,0.3614062316921601,0.0
XEL,0.10569054999339979,0.20374958154807585,-0.7502572705738274,13.384857520076617,-0.13572635501005215,0.10667895882159957,0.5187276910723938,0.0
AZN,0.12080465452298018,0.241058336602299,-0.5262387943742317,11.608193614993821,-0.16144497599914032,0.11476860553490928,0.5011428197245266,0.0
AVGO,0.3760354787130822,0.3622500312790015,0.0029288886431753673,10.286517635721674,-0.22205552239081278,0.21859423547093096,1.0380550620945654,0.0
INTC,0.021755557589080914,0.3397212706534225,-1.4091841456976533,21.64293764608428,-0.30189614287692607,0.17832437217474406,0.06403943311302265,0.0
CSCO,0.12653247180289431,0.2448577499685751,-0.594912060693713,13.327541884235357,-0.14769231086433096,0.12551744576938514,0.5167591053137318,0.0
MNST,0.14021162572461424,0.29675821055565604,1.0205632813288363,23.18925639568581,-0.15594067989579694,0.2660613477065515,0.47247766274799663,0.0
CMCSA,0.0810940666807187,0.24236136539733003,-0.3085921976616156,6.021504541725472,-0.09983952749954524,0.11835508621477214,0.33459980945301304,0.0
ON,0.19548341147167872,0.45662445225428444,-0.5531601672115501,10.405543590326221,-0.31251903468473435,0.21816078786948012,0.42810543873988194,0.0
MRVL,0.22090342262376433,0.43311193302771483,0.29991920058573707,8.504432544880704,-0.17683895903855965,0.2808364999837904,0.5100377195324903,0.0
ORLY,0.21751542367977567,0.25584921739009714,-1.130498367828971,21.57211178246602,-0.20938938292372475,0.12273404452900546,0.8501703694802656,0.0
LRCX,0.2670753028742677,0.3920475254418389,-0.2017709803370655,6.117696747071786,-0.20368024405432067,0.18492649583593485,0.6812319566952321,0.0
NFLX,0.37621576863675527,0.4595834310494307,-0.3024292019949876,30.231755465580566,-0.4325784894950873,0.35222962934308466,0.818601679737865,0.0
WBD,-0.08885749477734448,0.4198489975468022,-0.8978133500196362,11.489892094431749,-0.3208374860566539,0.15592649388597032,-0.21164155516993746,0.0
BKR,0.04469035133526723,0.3751119636211869,-0.20514004206485825,9.542920941679466,-0.25184760449306626,0.18713297967828926,0.11913869902693514,0.0
FTNT,0.24419245644641294,0.3976845874480595,-0.8992383538444271,18.24362967929245,-0.28856245182904894,0.22554165667291126,0.6140355049045149,0.0
EXC,0.06857547035719101,0.23774298465434118,-0.3847877458295486,17.951653610598804,-0.17541471028601374,0.1654644092787158,0.28844371772691474,0.0
KDP,0.14825720991343388,0.2149222916517103,1.3372780953087877,44.553612501478305,-0.1801933475859032,0.20207597374165173,0.6898177419105985,0.0
CPRT,0.23441589122007764,0.2587467135260464,-0.2381754950808285,11.68294845433699,-0.15151087639092645,0.16001501595056092,0.9059666421482122,0.0
CSX,0.1408693413458407,0.26964021485191114,0.23448175593660675,16.35877664438766,-0.1690174394856576,0.21026273838712503,0.5224344648412605,0.0
NVDA,0.5057158857674834,0.4484416513665198,0.24141603671761144,7.855304141739232,-0.20771156877482885,0.260876316848399,1.1277183647558917,0.0
FAST,0.12161309223646498,0.2589812778902416,0.2370436604575639,8.176178788514846,-0.11677724867600998,0.1582869139539165,0.4695825629835899,0.0
