strategy,avg_ENC,avg_ENB,avg_EDP,avg_div_ratio,avg_HHI
EW,77.99999999999996,1.0657141902118412,0.9999999999999994,1.768472851514634,0.012820512820512827
MV,10.131669623915897,6.815386470795792,0.12989320030661408,1.6991578590931915,0.09981047845963695
ERI,28.754929617625702,4.583314943958972,0.3686529438157141,1.795581800236431,0.0608308334641902
GARCH-EVT-CVaR,77.32070050020971,1.073476064365547,0.9912910320539705,1.7712245182336595,0.012991854689517208
GARCH-EVT-CVaR-MV,10.378522298473403,6.705110040812767,0.13305797818555645,1.7033834469799864,0.09838599497251013
